address,contract_name,name_tag,srcnet
0xBBbD1BbB4f9b936C3604906D7592A644071dE884,Bridge,Allbridge:Bridge,BNB
0xBBbD1BbB4f9b936C3604906D7592A644071dE884,Bridge,Allbridge:Bridge,ETH
0xA314330482f325D38A83B492EF6B006224a3bea9,Bridge,Allbridge Core:Bridge,ETH
