address,contract_name,name_tag,srcnet
0xE338D4250A4d959F88Ff8789EaaE8c32700BD175,ERC20PresetMinterPauser,,BNB
0x5d843fa9495d23de997c394296ac7b4d721e841c,RelayToken,Relay:RELAY Token,ETH
