address,contract_name,name_tag,srcnet
0xC707E0854DA2d72c90A7453F8dc224Dd937d7E82,NerveMultiSigWalletIII,NerveNetwork: Bank Node Multi-Signature,ETH
0x75Ab1d50BEDBd32b6113941fcF5359787a4bBEf4,NerveMultiSigWalletIII,NerveNetwork: Bank Node Multi-Signature,BNB
