address,contract_name,name_tag,srcnet
0x8898B472C54c31894e3B9bb83cEA802a5d0e63C6,ConnextDiamond,Connext:Bridge,ETH
0xCd401c10afa37d641d2F594852DA94C700e4F2CE,ConnextDiamond,Connext,BNB
