address,contract_name,name_tag,srcnet
0xBF515ff38D55737C56D62E8B6a8eea322Ec38Aa5,AdminUpgradeabilityProxy,DEXTools:Deployer,BNB
0xBF515ff38D55737C56D62E8B6a8eea322Ec38Aa5,AdminUpgradeabilityProxy,TeraBlock:Deployer,ETH
